TaxID;output/DNA_220623_24hmix_cer_BIOMcombi_S21_kaiju.out
2691038;2
2691084;3
2691354;2
2691357;8
2691359;1
2691532;1
2691580;10
2691581;12
2691889;10
2692166;3
2692170;60
2692173;11
2692179;2
2692211;1
2692213;1
2692234;1
2692265;3
2692424;4
2692584;55
2692619;1
2692622;4
2692623;1
2692626;1
2692737;4
2692738;2
2692740;3
2692769;4
2692777;1
2692782;3
2692783;1
2692784;1
2692792;1
2692794;1
2692798;1
2692807;1
2692808;3
2692810;1
2692820;3
2692821;1
2692823;2
2692826;1
2692832;2
2692838;1
2692844;1
2692850;3
2692855;1
2692857;74
2692870;6
2692871;1
2692874;3
2695268;16
2695269;1
2695274;5
2695275;1
2695837;1
2695838;2
2695839;1
2695845;1
2695856;2
2695858;2
2696054;1
2696063;6
2696086;27
2696285;4
2696299;3
2696336;616
2696340;2
2696354;1
2696355;3
2696356;1
2696359;7
2696374;1
2696377;2
2696379;2
2696380;1
2696383;8
2696388;1
2696394;1
2696399;1
2696405;1
2696412;2
2696413;1
2696426;1
2696429;2
2696430;2
2696431;9
2696432;4
2696434;1
2696441;3
2696442;1
2696453;1
2696458;12
2696469;1
2696472;1
2696560;17
2696561;2
2696566;2
2697008;26
2697024;1
2697027;5
2697030;12
2697032;9
2697035;3
2697043;8
2697053;2
2697090;2
2697093;1
2697219;1
2697365;1
2697367;1
2697469;95
2697502;4
2697503;1
2697504;4
2697515;2
2697569;1
2697651;2
2697656;1
2698248;2
2698458;1
2698477;1
2698648;1
2698649;1
2698679;1
2698682;1
2698684;9
2698726;1
2698737;13
2698753;1
2698827;1
2698828;1
2698829;1
2698831;5
2698832;42
2698883;1
2698885;1
2698910;1
2698923;5
2698928;10
2698929;11
2699295;3
2699427;7
2699429;4
2699430;2
2699460;14
2699468;14
2699738;2
2699754;4
2699877;13
2699888;1
2699889;1
2699891;2
2700082;2
2703676;3
2703815;1
2703885;2
2703888;1
2703889;13
2703891;3
2703893;18
2703894;1
2703897;1
2703902;6
2703903;9
2704031;48
2704033;1
2704039;4
2704064;2
2704066;2
2704071;3
2704073;22
2704140;3
2704463;1
2704465;4
2704466;3
2704469;2
2704651;1
2704656;1
2705010;3
2705012;2
2705014;2
2705033;9
2705037;1
2705253;4
2705293;1
2705428;1
2705429;1
2705463;8
2705474;1
2705533;1
2705534;1
2705549;1
2706014;32
2706015;1
2706031;2
2706046;4
2706054;1
2706114;1
2706776;4
2706888;1
2706908;2
2706948;1
2707005;2
2707016;1
2707173;1
2707176;8
2707291;1
2707344;2
2707345;6
2708020;3
2708059;2
2708063;1
2708254;1
2708300;1
2708301;3
2708337;1
2708350;1
2708592;4
2709068;4
2709133;3
2709157;2
2709158;21
2709316;1
2709317;54
2709380;1
2709381;4
2709383;6
2709396;3
2709397;1
2709398;4
2709403;2
2709404;3
2709409;1
2709660;18
2709663;2
2709708;22
2709721;1
2709780;2
2709792;6
2709793;4
2709796;38
2709797;2
2710495;7
2710496;14
2710497;5
2710500;13
2710501;24
2710505;125
2710507;8
2710509;11
2710510;1
2710517;1
2710518;1
2710519;1
2710587;6
2710589;1
2710591;4
2710596;12
2710756;1
2710758;1
2710879;1
2710881;40
2710888;4
2711156;1
2711164;2
2711165;1
2711170;1
2711171;2
2711178;8
2711182;1
2711183;2
2711185;8
2711215;3
2711220;1
2711233;1
2711328;2
2712794;1
2712864;15
2712865;2
2712894;6
2712933;1
2712935;17
2712938;1
2712940;6
2712945;1
2712956;24
2712970;2
2712971;2
2712974;2
2712978;1
2713176;2
2713210;1
2713216;1
2713217;15
2713222;3
2713224;6
2713247;46
2713250;1
2713256;3
2713257;1
2713267;4
2713269;1
2713275;1
2713280;1
2713282;1
2713284;2
2713288;1
2713291;1
2713299;1
2713304;2
2713310;1
2713313;2
2713322;1
2713414;8
2713504;1
2713569;3
2713573;1
2714168;8
2714183;7
2714184;99
2714353;1
2714355;1
2714358;2
2714601;8
2714736;1
2714738;1
2714855;2
2714865;1
2714892;2
2714923;10
2714924;5
2714925;34
2714926;34
2714928;8
2714930;23
2714931;4
2714935;15
2714937;1
2714939;1
2714940;128
2714946;6
2714947;9
2714949;1
2714950;1
2714951;3
2714956;1
2715124;4
2715163;5
2715164;5
2715212;13
2715279;9
2715289;4
2715535;4
2715674;1
2715678;23
2715735;2
2715754;1
2715959;19
2715960;1
2715964;13
2715990;2
2716170;10
2716224;1
2716225;10
2716226;1
2716227;1
2716263;3
2716264;4
2716311;38
2716334;1
2716538;5
2716691;1
2716883;5
2716884;1
2716930;1
2717286;10
2717316;1
2717318;1
2717332;5
2717365;6
2717475;5
2717477;4
2717483;5
2717485;1
2717492;1
2717699;6
2717873;1
2718472;17
2718475;2
2718476;3
2718478;4
2718480;1
2718482;2
2718531;3
2718534;2
2718620;2
2718714;77
2718928;1
2718938;5
2718941;15
2718942;8
2718943;2
2719188;7
2719189;32
2719210;7
2719231;3
2719313;34
2719574;3
2719793;11
2719794;1
2719911;3
2719912;22
2720018;19
2720021;1
2720031;1
2720078;4
2720080;1
2720082;2
2720084;3
2720165;2
2720226;6
2720391;6
2720512;1
2720613;1
2720632;2
2720903;1
2720919;1
2720924;12
2720928;1
2720932;11
2720934;1
2720940;1
2720950;1
2721162;28
2721165;3
2721545;1
2721546;1
2721760;4
2722704;11
2722705;8
2722706;2
2722793;3
2723053;3
2723058;3
2723062;3
2723065;6
2723067;1
2723071;3
2723073;1
2723077;1
2723083;1
2723084;2
2723085;4
2723090;5
2723093;1
2723094;1
2723242;6
2723244;3
2723403;5
2723666;1
2723727;1
2723742;2
2723743;2
2723755;1
2723761;4
2723762;17654
2723769;32
2723772;1
2723776;1
2723892;4
2723893;7
2723894;2
2723896;1
2723900;4
2723904;4
2723905;3
2723906;7
2723907;81
2723909;1
2723910;5
2723914;2
2724076;9
2724121;2
2724150;18
2724184;1
2724191;3
2724193;7
2724308;3
2724322;2
2724481;12
2724527;5
2724528;1
2724619;62
2724878;1
2724879;2
2724901;7
2724939;2
2724996;1
2725264;1
2725283;1
2725288;3
2725303;7
2725304;11
2725414;3
2725477;24
2725494;2
2725555;1
2725557;4
2725562;32
2725616;11
2725618;48
2725623;5
2725624;1
2725629;21
2725942;7
2725944;6
2725996;2
2726066;1
2726076;1
2726078;1
2726122;1
2726185;9
2726188;12
2726201;1
2726362;4
2726434;1
2726738;3
2726742;2
2726956;1
2726979;3
2726982;3
2726983;2
2726989;3
2728020;11
2728021;4
2728022;3
2728023;13
2728037;4
2728834;1
2728835;3
2728836;9
2728838;2
2728839;3
2728840;13
2728846;9
2728847;8
2728848;1
2728849;1
2728851;1
2729096;1
2729141;1
2729175;1
2729384;1
2729386;1
2729421;7
2729423;3
2729539;15
2729541;18
2729574;11
2729575;8
2729598;1
2729616;5
2729622;2
2729623;3
2729626;1
2729629;4
2729631;3
2729639;4
2730080;1
2730537;2
2730852;2
2730889;1
2730918;1
2730920;8
2730921;1
2730925;3
2731115;2
2731219;35
2731247;108
2731249;118
2731251;25
2731342;1
2731360;2
2731377;15
2731402;2
2731552;5
2731619;37229
2731621;96
2731643;54
2731645;20
2731647;36
2731648;1
2731649;15
2731650;18
2731653;22
2731672;262
2731674;19
2731675;1
2731677;2
2731690;56
2731691;6
2731755;2
2731756;2
2731928;3
2731935;4
2731937;9
2731938;13
2731941;4
2731942;57
2731948;4
2731958;11
2731981;10
2731985;2
2731989;2
2731990;179
2732012;39
2732013;229
2732014;2
2732016;3
2732017;102
2732020;1
2732037;13
2732038;2749
2732045;24
2732047;1
2732049;8
2732062;20
2732067;3
2732068;3
2732161;1
2732254;1
2732255;1
2732353;1
2732364;2
2732415;1
2732416;1
2732423;1
2732487;1
2732508;1
2732512;1
2732594;1
2732612;7
2732614;2
2732675;6
2732677;1
2732679;11
2732686;55
2732688;36
2732691;1
2732693;54
2732694;9
2732695;58
2732909;11
2732910;8
2732911;9
2732912;5
2732913;4
2732916;1
2732917;2
2732921;7
2732928;23
2732930;2
2732938;3
2732939;23
2732960;30
2732962;5
2732963;21
2732964;16
2732965;2
2732968;7
2732969;5
2732970;95
2732971;3
2732982;1
2733088;50
2733092;5
2733095;84
2733098;2
2733102;12
2733104;7
2733112;23
2733115;5
2733117;1
2733124;484
2733127;6
2733128;34
2733130;90
2733136;1
2733140;6
2733141;17
2733142;1
2733146;6
2733151;17
2733152;2
2733153;14
2733154;12
2733155;12
2733159;1
2733160;3
2733161;177
2733162;4
2733167;3
2733170;4
2733178;8
2733195;1
2733196;5
2733197;1
2733198;7
2733200;1
2733204;8
2733215;1
2733216;3
2733220;2
2733338;1
2733341;4
2733342;1
2733345;5
2733366;1
2733394;3
2733481;1
2733572;1
2733614;1
2733617;2
2733641;1
2733642;2
2733862;1
2733866;2
2733867;3
2733869;1
2733883;1
2733895;3
2733919;10
2733981;14
2734053;1
2734079;1
2734091;18
2734104;2
2734117;1
2734128;69
2734134;1
2734140;52
2734141;35
2734143;20
2734148;1
2734153;5
2734217;2
2734273;1
2734283;1
2734808;5
2734809;3
2734909;7
2735135;12
2735268;1
2735300;27
2735316;2
2735528;3
2735554;4
2735555;1
2735562;5
2735563;2
2735723;2
2735870;1
2735871;4
2735872;2
2735882;1
2735886;13
2735896;3
2735898;1
2735899;8
2735913;3
2736185;8
2736186;2
2736189;1
2736190;541
2736223;4
2736226;1
2736229;1
2736233;1
2736252;9
2736257;22
2736267;12
2736284;9
2736290;14
2736291;2
2736294;11
2736296;4
2736302;1
2736604;1
2736641;12
2736663;1
2736757;8
2736817;15
2736933;1
2737028;2
2737171;1
2737536;18
2737661;1
2737662;2
2738134;1
2738136;1
2738138;19
2738374;5
2738376;3
2738409;1
2738413;4
2738446;4
2738448;1
2738452;1
2738515;3
2738821;5
2738831;1
2738837;12
2738852;2
2738867;3
2738978;2
2738979;3
2738988;1
2739064;3
2739389;3
2739433;2
2739434;3
2739751;4
2739752;229
2739754;11
2739834;166
2739858;1
2740151;4
2740154;7
2740155;54
2740163;23
2740164;1
2740167;1
2740180;1
2740184;3
2740185;1
2740186;1
2740404;2
2740405;3
2740427;12
2740462;13
2740464;4
2740515;34
2740516;1
2740518;4
2740558;12
2740746;7
2740817;4
2741065;32
2741301;4
2741323;1
2741324;1
2741341;8
2741499;1
2741544;8
2741673;6
2741701;3
2741721;1
2741738;3
2741953;1
2742112;18
2742113;6
2742114;1
2742145;5
2742195;1
2742202;11
2742203;1
2742598;13
2742600;3
2742601;1
2742604;5
2742605;1
2742608;3
2742611;18
2742625;1
2742636;1
2742661;1
2742669;3
2742670;2
2742679;2
2742683;4
2742685;1
2742698;1
2742946;1
2742948;1
2742993;4
2743000;4
2743090;1
2743357;2
2743402;8
2743403;5
2743472;1
2743575;17
2743610;3
2743772;19
2743781;3
2743797;1
2743819;1
2743826;2
2743903;4
2743904;1
2743909;7
2743910;17
2743922;4
2743923;5
2743933;1
2743935;3
2743937;2
2743961;1
2743967;1
2743968;5
2743969;12
2743989;28
2743998;6361
2744001;9
2744413;12
2744417;3
2744420;3
2744427;5
2744429;2
2744443;34
2744445;61
2744446;3
2744455;3
2744469;3
2744479;3
2744522;1
2744523;12
2744558;2
2745197;2
2745199;1
2745200;1
2745484;5
2745486;1
2745488;1
2745489;1
2745493;3
2745499;1
2745502;2
2745672;11
2745673;17
2745703;3
2745851;1
2745870;10
2745873;1
2745875;15
2745876;8
2745877;2
2745878;3
2745879;8
2745900;2
2745947;4
2746060;1
2746063;1
2746075;1
2746223;11
2746225;12
2746228;8
2746961;3
2746963;2
2747268;6
2747485;5
2747780;3
2747782;2
2748011;2
2748080;4
2748098;1
2748318;2
2748319;31
2748322;2
2748371;3
2748377;1
2748378;105
2748629;3
2748684;2
2749040;1
2749086;1
2749212;1
2749214;4
2749215;4
2749216;2
2749424;1
2749426;1
2749430;1
2749437;1
2749438;88
2749439;64
2749844;1
2749938;68
2749939;15
2749961;2
2749962;109
2749967;1
2749992;1
2749993;2
2749996;7
2750084;3
2750285;3
2750659;16
2750818;9
2750853;38
2750854;1
2750857;2
2751012;1
2751016;1
2751018;3
2751025;2
2751026;4
2751196;4
2751197;1
2751202;12
2751210;4
2751211;1
2751213;17
2751227;2
2751239;2
2751244;10
2751262;2
2751272;78
2751277;1
2751283;10
2751287;5
2751313;4
2751316;3
2751370;4
2751484;3
2751812;1
2751884;3
2752310;1
2752316;3
2752520;3
2752549;6
2752570;1
2752797;18
2753149;7
2754044;3
2754694;175
2754695;5
2754717;29
2754723;21
2755035;1
2755040;1
2755041;3
2755051;3
2755323;2
2755358;1
2755401;2
2755402;1
2755406;1
2755588;1
2756149;2
2756217;9
2756218;12
2757715;6
2757768;8
2758037;1
2758041;2
2758418;2
2758439;3
2758440;1
2758443;1
2758563;1
2758565;3
2758567;3
2758572;2
2758573;2
2758575;1
2758661;2
2758695;4
2758709;13
2758726;1
2759022;4
2759023;1
2759121;15
2759165;2
2759166;1
2759179;1
2759182;7
2759186;11
2759193;10
2759194;182
2759200;1
2759203;995
2759204;5
2759205;7
2759207;1
2759209;44
2759211;2
2759212;5
2759213;3
2759214;8
2759218;1
2759272;2
2759278;1
2759399;8
2759463;1
2759464;1
2759527;1
2759680;7
2759681;2
2759702;19
2759707;1
2759719;1
2759728;6
2759736;60
2759744;1
2759848;1
2759899;3
2759900;1
2759911;4
2759944;1
2759945;4
2759953;4
2760083;14
2760087;5
2760088;1
2760089;1
2760090;4
2760093;8
2760312;4
2760705;3
2760708;8
2760713;5
2760774;1
2760804;1
2760814;2
2760815;1
2760816;4
2760936;10
2760938;1
2760943;1
2760969;1
2760979;1
2761109;1
2761110;4
2761120;16
2761164;95
2761315;1
2761333;1
2761338;2
2761370;1
2761452;1
2761453;1
2761532;3
2761578;1
2761580;9
2761708;6
2762014;156
2762020;4
2762059;2
2762213;2
2762215;6
2762216;3
2762217;8
2762220;1
2762221;2
2762223;4
2762231;9
2762232;2
2762233;3
2762234;2
2762239;2
2762246;4
2762274;4
2762277;2
2762278;1
2762279;3
2762288;35
2762289;1
2762290;1
2762292;1
2762293;1
2762296;2
2762297;2
2762300;21
2762303;1
2762304;24
2762318;157
2762321;3
2762322;20
2762323;7
2762329;1
2762385;1
2762386;1
2762411;3
2762426;1
2762431;2
2762563;2
2762565;1
2762599;1
2762618;1
2762621;1
2762729;1
2762745;2
2762756;4
2762757;4
2762758;2
2762810;1
2762811;35
2762819;149
2762822;2
2762824;26
2762827;9
2762828;11
2762829;11
2762832;2
2762838;1
2763013;12
2763016;12
2763018;1
2763023;9
2763027;2
2763033;10
2763034;6
2763036;5
2763042;70
2763045;24
2763047;1
2763048;5
2763050;18
2763051;1
2763052;5
2763053;6
2763054;41
2763055;2
2763056;19
2763057;28
2763058;46
2763061;6
2763062;4
2763063;1
2763064;1
2763066;4
2763069;11
2763072;2
2763075;3
2763101;17
2763103;9
2763107;2
2763236;2
2763257;1
2763258;1
2763260;3
2763266;15
2763269;430
2763270;2
2763498;19
2763499;1
2763500;8
2763502;1
2763505;2
2763506;1
2763532;1
2763644;3
2763645;7
2763654;5
2763655;13
2763656;9
2763657;79
2763658;2
2763659;13
2763660;17
2763661;63
2763662;10
2763664;2
2763666;79
2763667;24
2763669;2
2763671;6
2763673;3
2763676;7
2763677;2
2763678;4
2763679;25
2764176;1
2764185;5
2764322;4
2764326;1
2764711;3
2764712;4
2764714;14
2764716;8
2764718;1
2765371;2
2766470;6
2766474;5
2766479;4
2766537;44
2766563;3
2766565;2
2766568;1
2766595;1
2766702;7
2766703;5
2766779;8
2766780;2
2766954;2
2766955;1
2766968;1
2766981;1
2767084;1
2767188;66
2767221;1
2767425;1
2767426;5
2767429;14
2767434;1
2767450;1
2767469;2
2767482;1
2767546;1
2767549;1
2767551;2
2767556;17
2767565;31
2767570;4
2767571;16
2767572;68
2767573;2
2767574;7
2767575;3
2767579;1
2767580;1
2767581;79
2767582;1
2767595;3
2767773;2
2767842;12
2767876;1
2767877;11
2767879;24
2767882;3
2767884;2
2767885;20
2767886;15
2767887;8
2767888;4
2767890;2
2767891;2
2767893;21
2767996;1
2768067;9
2768161;2
2768162;2
2768445;2
2769252;2
2769257;1
2769258;1
2769260;5
2769279;3
2769280;5
2769281;11
2769282;5
2769286;10
2769292;4
2769297;1
2769300;5
2769303;1
2769306;6
2769307;4
2769310;37
2769311;15
2769312;2
2769326;6
2769337;22
2769342;1
2769358;14
2769420;1
2769433;1
2769485;2
2769487;1
2769488;2
2769573;1
2769806;1
2769808;1
2770078;1
2770093;1
2770327;7
2770329;4
2770504;2
2770592;1
2770636;6
2770770;1
2770777;3
2770778;7
2770779;2
2770788;2
2771012;2
2771352;2
2771354;10
2771355;7
2771358;1
2771362;1
2771369;1
2771379;2
2771427;7
2771428;50
2771431;1
2771432;1
2771434;6
2771436;1
2772025;4
2772057;1
2772059;37
2772060;2
2772061;47
2772062;260
2772063;55
2772064;2
2772065;45
2772066;7
2772067;5
2772068;31
2772069;18
2772070;11
2772071;23
2772072;320
2772073;1
2772074;39
2772075;38
2772076;13
2772077;6
2772078;37
2772079;136
2772080;70
2772081;68
2772082;127
2772083;39
2772084;162
2772085;86
2772086;838
2772087;12
2772088;174
2772089;101
2772090;319
2772091;22
2772092;63
2772093;28
2772094;40
2772095;3
2772109;4
2772110;19
2772252;15
2772254;1
2772300;64
2772301;2
2772401;1
2772457;81
2772510;7
2772511;201
2772516;3
2772519;1
2772557;6
2772558;27
2772562;17
2773299;6
2773451;1
2773458;170
2773709;11
2774015;3
2774039;2
2774125;8
2774128;1
2774145;1
2774151;4
2774152;15
2774188;1
2774189;9
2774191;2
2774202;3
2774330;8
2774417;1
2774418;3
2774419;18
2774460;2
2774875;6
2775054;5
2775246;1
2775273;4
2775275;1
2775282;1
2775284;3
2775294;1
2775296;2
2775297;1
2775302;7
2775314;6
2775403;2
2775404;3
2775420;1
2775867;1
2775868;1
2775920;10
2776705;7
2776735;2
2776752;2
2776765;7
2776766;22
2776772;4
2776807;25
2776813;10
2776831;1
2776841;1
2776848;15
2776850;1
2776853;1
2776855;10
2776917;1
2777185;23
2777186;1
2777321;1
2777322;1
2777324;2
2777326;1
2777327;1
2777328;2
2777331;1
2777348;1
2777351;3
2777353;1
2777360;2
2777371;3
2777376;7
2777379;3
2777968;1
2777970;3
2777978;7
2778051;1
2778053;2
2778055;4
2778066;2
2778067;4
2778082;1
2778364;2
2778365;4
2778366;2
2778367;12
2778368;3
2778369;2
2778642;1
2778876;3
2778911;2
2779352;3
2779354;15
2779355;3
2779356;16
2779358;7
2779359;7
2779366;181
2779367;3
2779370;1
2779445;8
2779510;1
2779518;28
2779519;1
2779528;14
2779529;4
2779537;2
2779603;1
2779671;1
2779678;1
2780074;3
2780075;1
2780079;24
2780086;1
2780087;1
2780090;1
2780102;57
2780379;13
2780380;2
2780383;1
2780404;4
2780405;2
2780419;113
2780420;43
2780508;2
2780922;17
2781018;1
2781020;4
2781026;1
2781113;4
2781240;1
2781243;95
2781362;1
2781370;2
2781599;2
2781607;4
2781608;22
2781641;16
2781735;1
2781738;9
2781959;2
2781962;1
2781978;3
2782003;1
2782006;1
2782007;26
2782014;2
2782163;1
2782176;3
2782182;4
2782229;8
2782231;7
2782232;153
2782243;9
2782349;19
2782351;1
2782352;23
2782386;11
2782536;2
2782539;2
2782540;1
2782541;2
2782564;8
2782616;5
2782617;2
2782627;4
2782634;1
2782637;1
2782639;1
2782645;1
2782648;5
2782654;1
2782657;7
2782659;24
2782663;2
2782665;4
2782676;6
2782678;51
2782701;20
2783539;20
2783540;1
2783541;3
2783542;6
2783544;3
2783547;4
2783548;14
2783549;1
2783665;2
2783667;6
2783668;1
2783669;3
2783673;15
2783674;1
2783792;4
2783796;2
2783818;4
2783822;1
2783830;2
2783833;14
2783858;10
2783867;61
2783868;11
2784387;26
2784388;14
2784389;2
2785025;4
2785056;2
2785058;15
2785133;3
2785295;3
2785297;1
2785326;4
2785331;9
2785439;22
2785444;14
2785524;1
2785525;1
2785530;6
2785531;3
2785627;1
2785744;2
2785746;1
2785918;101
2786951;1
2786960;7
2787014;6
2787015;9
2787078;1
2787079;2
2787080;1
2787081;12
2787083;2
2787086;1
2787089;5
2787097;2
2787100;2
2787101;7
2787103;19
2787106;2
2787108;1
2787109;3
2787110;4
2787111;1
2787112;16
2787113;1
2787114;2
2787115;1
2787120;5
2787127;3
2787128;5
2787129;13
2787135;1
2787139;2
2787140;1
2787148;1
2787149;26
2787626;14
2787627;3
2787628;3
2787634;1
2787636;5
2787712;9
2787713;3
2787714;17
2787733;1
2787751;2
2788002;101
2788068;1
2788300;2
2788336;4
2788436;22
2788643;1
2788790;158
2788884;59
2788885;1
2788942;1
2788943;1
2789015;19
2789208;1
2789216;1
2789292;1
2789293;4
2789295;1
2789297;5
2789326;2
2789739;1
2789740;2
2789776;4
2789811;1
2789879;5
2790012;9
2790656;14
2790657;1
2790961;1
2791022;2
2791024;1
2791025;14
2791026;3
2791035;10
2791986;1
2792038;23
2792481;8
2792783;1
2792854;1
2792964;14
2793065;9
2793066;5
2793068;1
2793069;8
2793070;2
2793075;5
2793076;9
2793196;1
2793282;1
2793345;11
2793699;30
2793821;2
2793826;2
2794006;1
2794021;3
2794089;2
2794344;1
2794346;11
2794350;1
2794352;72
2794353;115
2794442;1
2794443;1
2794449;84
2794452;3
2794456;1
2794485;1
2794511;1
2794512;1
2794517;4
2794520;4
2794525;1
2794528;2
2794534;1
2794535;2
2794538;2
2794567;3
2794827;3
2794934;1
2794959;2
2795018;1
2795026;1
2795027;1
2795029;1
2795102;6
2795106;18
2795109;1
2795110;4
2795111;1
2795114;160
2795117;5
2795118;3
2795121;43
2795123;3
2795124;3
2795126;2
2795215;2
2795217;2
2795218;1
2795293;8
2795294;37
2795383;1
2795388;4
2795389;9
2795526;1
2795667;4
2795668;2
2795690;27
2795691;2
2795692;1
2795724;1
2795730;1
2795732;4
2795736;4
2795740;1
2795745;28
2795974;2
2795986;1
2796128;7
2796140;1
2796361;2
2796366;4
2796379;3
2796396;1
2796397;1
2796405;28
2796470;5
2796471;14
2796500;3
2796514;9
2796515;1
2796517;274
2796518;1
2796522;3
2796524;1
2796927;1
2797258;2
2797298;1
2797299;4
2797313;3
2797314;1
2797326;1
2797327;1
2797420;2
2797423;9
2797505;4
2797526;1
2797528;1
2797537;4
2798043;1
2798301;8
2798536;1
2798537;1
2798577;1
2798579;4
2798582;2
2798584;2
2798596;1
2798598;1
2798724;4
2798801;2
2798802;3
2798806;6
2798861;113
2798868;2
2799183;1
2799335;9
2799498;4
2799499;1
2799560;2
2799561;144
2799563;2
2799570;1
2799574;8
2799575;4
2799576;1
2799577;6
2799580;5
2799596;1
2799636;1
2799669;12
2799672;5
2799684;2
2799797;1
2799804;1
2799948;1
2800062;4
2800128;5
2800325;1
2800327;6
2800330;4
2800373;11
2800384;1
2800386;2
2800705;1
2800788;2
2800822;1
2800824;2
2800988;47
2801330;4
2801331;1
2801334;2
2801336;2
2801341;14
2801356;1
2801382;2
2801384;2
2801386;3
2801401;12
2801402;21
2801403;100
2801476;3
2801477;12
2801478;9
2801480;3
2801497;1
2801524;4
2801580;7
2801834;38
2801835;130
2801836;1
2801837;16
2801887;1
2801897;1
2801918;7
2801997;17
2802052;1
2802053;2
2802176;5
2802295;1
2802395;4
2802442;1
2802615;7
2802963;1
2802972;1
2802975;1
2803368;1
2803751;3
2803816;5
2803850;29
2803851;1
2803861;2
2803863;1
2803864;1
2803911;3
2803912;2
2803939;1
2803949;4
2804028;54
2804099;1
2804108;2
2804156;7
2804237;1
2804314;11
2804415;57
2804440;2
2804915;6
2804919;4
2805366;1
2805746;2
2805747;3
2805750;10
2805839;39
2805939;2
2806210;9
2806253;1
2806348;1
2806443;1
2806547;20
2806548;1
2806549;119
2806552;7
2806557;3
2806565;1
2806571;6
2806572;1
2806595;2
2806600;1
2806605;1
2806696;3
2806730;1
2807101;2
2807188;10
2807194;29
2807195;3
2807512;1
2807618;1
2807620;6
2807622;1
2807626;15
2807629;3
2807631;3
2807661;1
2807662;1
2807664;7
2807667;1
2807672;5
2807673;3
2807674;7
2808900;6
2808963;1112
2809020;11
2809027;2
2810035;1
2810036;1
2810209;9
2810280;2
2810297;1
2810307;5
2810308;3
2810309;1
2810310;1
2810347;6
2810370;6
2810512;2
2810514;2
2810516;3
2810561;4
2810562;3
2810563;1
2810610;1
2810613;1
2810799;17
2810800;2
2811091;1
2811108;1
2811230;5
2811231;2
2811422;5
2811423;7
2811425;10
2811430;1
2811465;3
2811489;1
2811493;1
2811496;3
2811500;9
2811501;9
2811507;1
2811508;7
2811509;58
2811510;1
2811779;23
2811901;3
2812555;2
2812556;2
2812559;6
2812561;3
2812563;6
2812647;3
2812648;2
2812654;1
2812658;10
2812850;1
2812854;49
2812861;1
2812896;3
2812903;10
2812904;2
2812953;3
2813173;20
2813174;23
2813362;8
2813371;2
2813486;1
2813559;5
2813560;1
2813561;6
2813563;28
2813564;43
2813565;299
2813566;35
2813569;8
2813570;3
2813572;7
2813573;15
2813574;4
2813575;5
2813578;1
2813651;9
2813780;3
2813788;1
2813823;21
2814244;2
2814275;1
2814292;1
2814294;37
2814655;1
2814919;1112
2814942;1
2814952;1
2814960;4
2814962;4
2814968;1
2814986;9
2815024;1
2815033;1
2815045;1
2815047;2
2815049;1
2815056;1
2815059;1
2815063;1
2815212;2
2815305;2
2815309;1
2815321;7
2815322;9
2815324;10
2815325;2
2815326;1
2815338;1
2815343;1
2815360;2
2815577;10
2815722;1
2815733;1
2815753;29
2815754;7
2815755;13
2815768;2
2815774;1
2815911;1
2815938;4
2816034;1
2816036;1
2816080;3
2816082;8
2816120;20
2816251;1
2816356;11
2816357;1
2816376;12
2816440;1
2816465;1
2816476;2
2816853;1
2816908;17
2816912;1
2816950;15
2816963;1
2816993;1
2817021;5
2817027;1
2817058;1
2817059;2
2817061;9
2817139;4
2817140;1
2817280;2
2817378;1
2817435;2
2817477;10
2817656;6
2817681;4
2817682;1
2817683;1
2817705;1
2817839;1
2817862;11
2817901;2
2817911;10
2818044;21
2818388;1
2818389;1
2818440;12
2818493;1
2818496;1
2819100;1
2819101;4
2819124;2
2819128;2
2819132;2
2819137;11
2819140;1
2819142;8
2819149;21
2819163;1
2819166;1
2819167;14
2819174;4
2819177;2
2819183;1
2819186;3
2819187;2
2819192;3
2819233;3
2819235;1
2819236;75
2819238;1
2819280;3
2819289;2
2819348;3
2819511;3
2819934;1
2819984;19
2819985;1
2820003;3
2820239;1
2820268;4
2820269;5
2820270;5
2820275;2
2820277;5
2820278;1
2820289;7
2820300;3
2820301;16
2820326;4
2820393;3
2820394;6
2820395;1
2820398;220
2820661;1
2820710;1
2820758;3
2820809;1
2820819;13
2820884;1
2821087;2
2821091;2
2821096;1
2821104;120
2821147;3
2821151;1
2821155;8
2821353;2
2821361;10
2821404;1
2821405;2
2821410;25
2821413;1
2821414;1
2821487;3
2821488;10
2821731;7
2821802;138
2821832;10
2822137;6
2822140;7
2822344;2
2822346;1
2822680;1
2822685;1
2822689;1
2822718;141
2822761;5
2822762;26
2822800;6
2822848;14
2823145;3
2823237;2
2823316;5
2823317;2
2823330;7
2823360;4
2823361;15
2823362;2
2823371;2
2823372;1
2823469;7
2823539;1
2823543;53
2823551;1
2823556;1
2823559;1
2823564;1
2823573;4
2823575;3
2823578;1
2823583;10
2823586;6
2823594;7
2823602;1
2823609;2
2823616;1
2823619;7
2823692;1
2823701;2
2823704;1
2823734;4
2823735;1
2823737;15
2823807;1
2823854;1
2823873;1
2823900;1
2823902;5
2824121;2
2824557;10
2824559;5
2824755;5
2824762;3
2824764;27
2824810;1
2824904;2
2824982;1
2824983;8
2824984;3
2824986;39
2824987;7
2824988;3
2824989;1
2824991;8
2824992;5
2824994;57
2824995;2
2824996;2
2824997;1
2824998;4
