TaxID;output.DNA_220525_20.22hmix_centri_BIOMcombi_S9_kaiju.out;output.DNA_220525_22.24hmix_centri_BIOMcombi_S10_kaiju.out;output.DNA_220602_20.22hmix_centri_BIOMcombi_S11_kaiju.out;output.DNA_220602_20.22hmix_cer_BIOMcombi_S13_kaiju.out;output.DNA_220602_22.24hmix_centri_BIOMcombi_S12_kaiju.out;output.DNA_220602_22.24hmix_cer_BIOMcombi_S14_kaiju.out;output.DNA_220607_20.22hmix_centri_BIOMcombi_S17_kaiju.out;output.DNA_220607_20.22hmix_cer_BIOMcombi_S15_kaiju.out;output.DNA_220607_22.24hmix_centri_BIOMcombi_S18_kaiju.out;output.DNA_220607_22.24hmix_cer_BIOMcombi_S16_kaiju.out;output.DNA_220616_20.22hmix_cer_BIOMcombi_S19_kaiju.out;output.DNA_220616_22.24hmix_cer_BIOMcombi_S20_kaiju.out;output.DNA_220623_24hmix_cer_BIOMcombi_S21_kaiju.out;output.DNA_220623_24hmix_cer_BIOMminiprep_S22_kaiju.out;output.DNA_220629_20.22hmix_cer_BIOMcombi_S25_kaiju.out;output.DNA_220629_20.22hmix_cer_BIOMminiprep_S23_kaiju.out;output.DNA_220629_22.24hmix_cer_BIOMcombi_S26_kaiju.out;output.DNA_220629_22.24hmix_cer_BIOMminiprep_S24_kaiju.out;output.DNA_220707_20.22hmix_cer_BIOMminiprep_S27_kaiju.out;output.DNA_220707_20.22mix_cer_BIOMcombi_S29_kaiju.out;output.DNA_220707_22.24hmix_cer_BIOMcombi_S30_kaiju.out;output.DNA_220707_22.24hmix_cer_BIOMminiprep_S28_kaiju.out;output.DNA_220719_20.22mix_cer_BIOMcombi_S31_kaiju.out;output.DNA_220719_22.24hmix_cer_BIOMcombi_S32_kaiju.out
152500;1;1;NA;1;1;2;1;2;2;NA;NA;1;2;1;NA;NA;7;NA;NA;NA;1;1;NA;NA
152682;12;4;6;2;2;NA;2;2;NA;NA;2;NA;1;3;NA;2;6;1;NA;2;2;3;1;NA
153026;75;91;43;134;52;62;24;52;41;52;52;63;148;110;250;157;454;132;156;80;177;207;20;21
153265;5;2;1;NA;1;2;5;NA;6;1;3;2;NA;NA;7;NA;7;2;3;2;1;1;NA;1
153491;10;10;6;25;3;11;12;11;14;21;14;7;21;8;19;9;29;8;18;6;20;20;5;5
153493;9;9;1;11;1;3;4;3;7;4;7;5;5;6;9;6;27;5;13;1;24;17;3;2
153494;1;1;3;NA;3;2;NA;1;2;1;1;NA;2;5;1;1;NA;2;NA;NA;1;NA;1;NA
153496;1;3;NA;4;NA;NA;1;NA;2;NA;NA;NA;2;1;13;2;26;4;2;1;1;2;5;1
153622;3;9;3;NA;4;NA;NA;NA;NA;3;1;NA;NA;2;2;1;NA;NA;1;NA;3;4;2;1
153721;10;12;4;22;6;9;13;10;15;16;9;15;12;16;21;5;49;7;27;12;12;23;2;4
153730;1;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;6;8;NA;NA;1;NA;NA;NA;NA;NA;NA;NA
153731;10;NA;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
153971;3;1;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;1;NA;1;NA;NA;NA;NA;NA
154046;50;59;31;165;38;56;53;32;70;35;90;90;74;81;157;62;312;71;172;98;104;217;41;31
154116;3;3;2;NA;NA;NA;NA;NA;1;1;1;1;5;1;NA;NA;NA;NA;NA;1;4;NA;NA;NA
154288;129;129;24;80;12;48;62;16;112;31;93;56;49;39;159;31;279;33;117;59;123;146;34;30
154347;16;18;11;8;6;2;6;6;6;4;14;7;19;11;11;10;24;4;17;9;15;11;NA;3
154621;5;13;5;9;7;8;5;8;10;9;8;3;10;15;7;5;16;5;5;4;12;9;NA;2
154981;9;3;2;NA;2;1;1;1;1;1;NA;NA;NA;NA;NA;1;3;1;NA;2;1;1;NA;NA
155042;1;9;30;11;37;4;3;1;2;6;NA;2;5;2;11;NA;11;2;3;11;15;3;1;NA
155192;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
155194;2;1;2;NA;2;1;2;3;NA;1;NA;NA;NA;1;1;NA;2;1;1;1;3;2;NA;NA
155322;14;33;10;57;14;20;43;11;54;19;40;38;56;50;85;36;179;38;65;42;72;87;13;14
155493;9;10;11;25;12;23;24;29;28;26;21;34;43;25;28;17;75;16;32;23;46;48;3;10
155515;2;NA;1;3;NA;1;1;NA;2;1;1;1;1;1;NA;NA;2;NA;2;3;1;1;1;1
155619;1;NA;1;NA;1;1;NA;NA;4;2;1;NA;2;NA;1;1;1;NA;NA;NA;NA;1;NA;NA
155680;6;13;6;7;NA;8;5;6;4;8;9;12;7;19;16;9;34;11;18;7;26;34;1;1
155865;7;4;5;30;4;11;12;3;19;7;8;15;10;15;23;9;57;6;24;11;23;30;7;5
155866;3;6;16;52;8;32;6;7;12;5;20;21;19;23;3;NA;11;1;2;6;23;21;4;2
155892;6;6;NA;3;2;NA;NA;1;NA;NA;NA;NA;3;1;NA;NA;3;NA;1;NA;1;NA;1;NA
155894;4;6;1;7;2;5;15;1;20;1;11;6;11;2;17;5;28;2;7;6;9;13;4;5
155975;1;1;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;1;NA;NA;1;1;NA;NA;NA;NA;NA;NA;NA
155977;1;1;1;1;1;1;NA;1;2;1;2;2;NA;NA;1;NA;2;3;1;NA;1;4;NA;1
155978;9;4;2;2;2;2;NA;1;4;NA;3;1;4;2;4;4;12;2;NA;3;3;1;2;1
156213;2;2;NA;3;NA;2;1;1;2;3;NA;2;1;2;5;NA;7;3;1;1;1;1;1;1
156406;16;8;4;7;5;2;3;2;3;4;2;NA;1;2;3;9;14;NA;2;3;6;7;NA;2
156453;2;NA;NA;1;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;1;NA;NA
156614;2;1;NA;4;NA;1;1;NA;2;NA;3;NA;7;4;3;1;4;NA;2;NA;7;11;2;1
156673;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;1;NA;1;NA;NA
156892;2;1;2;4;1;NA;2;1;1;1;2;3;NA;1;NA;3;3;NA;3;1;1;3;NA;1
156973;109;165;55;332;73;184;162;103;308;146;256;235;282;293;356;245;965;224;450;197;419;558;87;59
156974;10;9;1;7;4;14;8;12;14;10;10;5;13;8;23;6;44;8;18;11;24;24;3;7
156977;24;7;4;2;NA;1;NA;1;1;2;3;1;2;NA;2;2;5;3;4;NA;4;NA;NA;NA
156979;6;2;3;NA;NA;NA;NA;1;1;NA;NA;NA;NA;1;1;5;NA;2;NA;2;2;NA;NA;NA
156980;20;12;6;2;1;NA;1;2;4;2;2;NA;1;1;NA;3;1;3;2;NA;3;NA;1;NA
156981;23;27;10;51;11;18;18;9;32;12;21;15;36;23;56;28;131;22;40;20;49;58;6;5
156994;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA
157072;1;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA
157076;1238;1393;598;1222;585;581;571;764;701;1165;854;822;887;1666;771;942;1497;799;1371;648;1310;1827;99;76
157226;1;8;4;31;NA;7;11;1;21;5;26;9;5;15;56;14;63;17;56;29;24;56;16;8
157227;1;2;NA;6;NA;3;1;3;6;4;3;4;6;3;5;6;13;5;13;3;8;8;3;5
157277;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
157463;1;NA;1;NA;1;1;2;NA;NA;NA;1;1;NA;NA;4;NA;6;NA;4;1;3;2;NA;NA
157466;5;6;2;4;1;1;NA;NA;1;2;2;NA;6;4;6;3;8;NA;2;1;3;3;NA;1
157592;8;4;15;3;19;2;3;1;4;2;4;3;1;2;5;2;9;NA;10;8;14;5;2;1
157687;15;18;1;70;1;29;120;3;190;15;46;35;33;24;118;26;254;35;44;28;49;60;77;68
157688;3;NA;NA;5;NA;6;19;2;40;1;5;6;5;3;20;2;53;3;5;1;5;3;4;16
157692;27;23;3;122;5;47;255;5;449;36;168;103;96;43;419;63;885;73;68;53;126;150;95;134
157782;7;5;4;2;2;5;NA;2;2;3;1;2;7;3;4;3;12;1;1;NA;3;4;3;2
157783;1;2;1;1;NA;NA;NA;NA;NA;NA;NA;1;1;1;2;NA;NA;1;NA;NA;NA;1;NA;NA
157784;4;2;NA;1;NA;NA;NA;1;1;NA;NA;NA;1;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA
157792;4;NA;NA;2;NA;NA;NA;1;NA;3;1;NA;3;1;NA;3;2;1;1;1;3;4;NA;NA
157838;2;1;NA;NA;NA;NA;NA;NA;1;1;NA;NA;2;NA;NA;NA;3;2;NA;NA;1;1;NA;NA
157839;1;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
157910;34;20;11;1;6;2;2;5;4;8;4;1;5;2;6;4;6;5;4;3;3;4;1;NA
157920;16;3;1;3;3;NA;1;NA;NA;NA;3;1;4;2;1;2;3;1;NA;NA;NA;2;1;1
158080;3;1;2;4;1;NA;1;1;NA;NA;1;NA;1;2;1;1;4;NA;3;1;2;5;NA;NA
158481;3;4;6;14;4;9;2;3;5;1;11;2;12;11;16;14;21;11;16;5;12;16;1;2
158483;1;1;NA;1;NA;NA;1;1;2;1;1;2;4;NA;1;1;3;1;1;2;2;3;NA;NA
158484;3;4;5;4;NA;1;2;3;1;4;2;NA;5;1;1;1;8;1;3;7;3;2;NA;NA
158500;8;12;13;13;8;5;6;4;11;6;10;7;14;10;9;8;20;8;3;1;14;20;17;16
158627;4;5;1;1;3;NA;NA;3;NA;NA;2;NA;NA;NA;NA;NA;1;2;1;NA;NA;5;NA;NA
158751;1;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
158754;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
158787;2;1;NA;3;NA;1;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;NA;NA
158822;2;1;NA;3;3;1;3;2;1;NA;3;3;3;1;4;1;5;1;2;1;13;8;NA;NA
158823;4;6;5;4;1;3;NA;3;NA;3;1;2;2;2;6;5;5;1;1;3;1;5;1;1
158836;122;117;67;95;37;38;41;52;73;78;73;52;118;115;122;74;248;70;117;80;263;208;15;18
158841;2;8;6;1;NA;NA;NA;NA;2;1;2;2;NA;4;1;1;1;7;2;1;5;1;NA;NA
158846;82;181;20;141;26;87;131;21;255;44;119;63;55;67;229;57;421;74;170;120;252;215;57;52
158847;9;16;8;27;5;13;7;3;11;9;12;20;9;11;32;10;34;9;24;19;18;18;9;7
158849;6;3;2;9;4;4;3;4;12;1;2;6;3;4;2;1;11;5;7;5;6;9;2;NA
158850;1;1;2;2;NA;NA;3;2;1;2;2;NA;NA;NA;4;1;3;1;2;NA;NA;4;1;2
158852;10;8;9;9;9;4;5;4;7;8;11;9;10;6;10;6;43;2;21;12;19;23;5;3
158877;15;8;10;6;4;4;1;8;7;5;5;2;6;6;7;5;23;7;7;1;16;8;1;NA
158898;4;4;2;1;1;NA;1;2;1;NA;NA;NA;NA;NA;NA;1;3;NA;NA;1;NA;NA;NA;NA
158899;26;23;15;4;11;1;2;4;NA;10;2;1;8;5;6;8;10;6;5;4;11;8;NA;NA
159153;39;32;99;3;32;1;5;9;8;2;1;NA;NA;1;9;NA;10;NA;NA;3;3;3;7;5
159191;1;NA;NA;1;NA;NA;NA;NA;NA;1;NA;1;NA;NA;NA;1;NA;NA;NA;NA;2;1;NA;NA
159271;2;1;1;17;NA;7;16;4;62;2;15;12;9;5;27;3;69;7;31;7;19;32;7;16
159290;1;NA;2;NA;1;1;NA;NA;NA;NA;1;NA;1;1;NA;2;3;3;NA;NA;1;2;1;NA
159292;1;3;1;4;2;3;2;NA;2;NA;10;1;NA;3;7;2;10;6;7;2;6;6;1;NA
159346;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;NA;NA;NA;NA
159449;3;NA;1;NA;3;2;NA;NA;1;NA;NA;2;1;NA;1;1;3;NA;NA;1;5;NA;NA;NA
159450;5;2;2;NA;1;NA;1;1;NA;3;2;2;NA;NA;1;NA;3;1;2;1;NA;2;NA;NA
159728;62;82;58;49;52;16;25;26;25;26;17;20;24;31;60;44;118;39;55;37;78;54;10;8
159743;4;4;3;5;6;4;3;2;7;2;3;2;7;5;4;6;12;3;2;3;5;4;NA;NA
159836;6;11;7;11;3;NA;NA;1;2;11;1;3;4;2;12;6;9;8;13;7;15;11;1;NA
159896;8;3;8;2;2;NA;NA;2;2;2;1;NA;2;NA;4;NA;4;NA;1;NA;2;NA;1;NA
160386;1;NA;1;NA;NA;NA;NA;NA;1;NA;NA;NA;1;1;NA;NA;NA;NA;NA;1;NA;NA;NA;NA
160396;14;9;8;20;11;14;14;4;28;12;15;19;13;15;33;10;82;13;22;8;9;29;8;7
160404;35;38;8;70;16;23;9;8;42;17;41;44;27;50;53;46;110;31;116;51;78;113;9;6
160453;4;9;2;15;4;2;6;5;6;4;4;4;6;7;9;5;12;3;16;9;8;20;1;NA
160454;11;11;3;11;1;9;11;5;7;6;8;6;6;7;12;2;11;6;12;8;8;14;3;3
160487;7;9;7;27;7;15;7;1;22;6;22;12;17;15;42;21;78;20;39;22;41;33;6;5
160661;2;6;3;3;2;NA;NA;2;1;1;4;3;1;3;4;2;7;3;NA;2;3;5;1;NA
160674;8;10;2;7;NA;1;NA;4;1;8;4;4;4;4;8;5;7;3;4;6;8;7;NA;NA
160699;44;3;11;NA;10;NA;2;NA;2;NA;NA;NA;NA;NA;1;NA;1;NA;NA;NA;1;NA;1;1
160791;41;13;14;6;NA;3;2;7;6;1;8;2;7;13;11;3;14;4;5;3;7;11;1;NA
160798;2;9;3;3;NA;1;3;NA;5;1;2;2;3;5;8;5;9;5;5;2;7;8;3;1
160799;2;1;NA;1;NA;NA;1;NA;1;1;2;NA;1;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA
160808;5;15;13;11;12;3;8;16;10;21;11;10;9;14;12;8;24;10;15;9;23;13;NA;3
160825;62;91;290;84;300;29;28;22;54;37;47;26;23;35;50;29;95;30;52;35;86;60;13;7
160826;1;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA
161154;1;2;6;8;1;2;4;1;2;2;7;5;6;2;18;9;26;8;14;3;2;7;NA;2
161398;3;7;3;3;NA;2;2;NA;2;4;3;2;2;2;4;5;13;2;1;2;2;7;2;1
161492;1;1;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;1;1;2;NA;NA;NA;NA;NA;NA;NA;NA;NA
161879;1;2;NA;NA;NA;NA;NA;NA;NA;NA;2;2;NA;NA;2;1;2;NA;1;NA;1;NA;NA;NA
161890;1;NA;NA;NA;NA;NA;NA;NA;1;1;NA;1;NA;NA;1;NA;NA;NA;NA;NA;1;NA;1;NA
161895;4;2;NA;2;NA;1;2;NA;2;1;1;1;NA;NA;2;1;3;1;NA;3;7;2;NA;2
161920;1;NA;1;2;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;1;NA;NA;NA;NA;1;NA;NA
162156;6;28;15;45;15;9;7;1;13;9;16;6;5;12;22;5;50;8;36;24;64;25;4;4
162169;174;112;26;3;7;3;5;7;1;9;1;1;3;2;3;5;6;4;2;1;5;1;NA;NA
162170;24;26;17;5;7;4;3;2;1;2;12;2;5;5;13;10;17;11;3;4;4;7;NA;NA
162209;8;17;16;106;8;40;50;14;54;13;62;42;38;17;86;43;182;35;97;53;63;77;31;23
162289;23;44;24;73;22;32;41;21;65;31;49;43;37;69;54;31;134;29;95;47;58;76;13;15
162426;25;13;17;1;1;NA;4;8;8;3;2;3;2;6;6;6;8;3;1;7;4;5;NA;1
162481;1;1;NA;2;NA;1;1;NA;4;NA;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA
162491;10;18;5;3;5;NA;1;NA;NA;2;4;NA;2;3;6;4;10;2;4;2;8;8;NA;1
163011;1;NA;NA;1;NA;NA;NA;2;2;3;1;1;NA;1;NA;2;5;NA;1;NA;1;NA;NA;NA
163359;3;2;4;1;3;2;NA;NA;1;2;NA;2;3;1;4;NA;3;2;NA;1;2;3;NA;NA
163604;1;7;3;3;NA;NA;NA;NA;NA;NA;2;NA;1;3;NA;NA;3;NA;2;NA;1;1;1;1
163665;297;510;177;861;215;412;362;258;649;402;557;658;644;1009;1081;794;2148;712;1328;540;764;1566;155;133
163869;21;17;6;32;11;11;8;9;20;23;28;9;25;41;19;16;30;14;18;8;24;25;2;3
163908;1;NA;NA;1;NA;1;NA;NA;1;NA;NA;NA;NA;NA;1;2;1;2;3;1;NA;4;NA;1
164330;87;17;7;7;8;2;2;2;1;6;4;3;1;7;3;2;5;3;5;1;14;6;1;NA
164400;169;84;41;6;12;9;7;9;6;20;7;4;9;13;18;19;36;22;19;18;28;28;3;7
164546;149;130;91;37;46;18;27;23;37;38;32;14;47;31;61;34;114;35;31;34;60;43;6;4
164608;6;1;1;NA;1;1;NA;NA;NA;1;NA;2;NA;NA;NA;NA;1;1;3;NA;1;1;NA;NA
164759;166;124;141;22;158;2;13;25;23;38;11;6;2;2;15;16;40;8;8;11;64;24;4;5
164851;3;NA;2;1;NA;1;1;NA;2;2;NA;1;NA;NA;NA;NA;4;NA;NA;NA;2;NA;NA;NA
165096;3;2;6;2;3;NA;1;2;NA;3;5;NA;4;4;3;7;13;4;7;2;1;5;NA;NA
165179;2035;3291;1112;2826;749;1017;1766;1085;3683;1734;1859;960;964;952;1645;547;3845;858;3347;2625;4283;3149;710;760
165185;26;38;38;139;53;63;47;24;51;38;91;84;59;96;108;97;269;107;205;125;139;199;30;31
165186;62;85;46;131;33;69;63;38;95;46;120;97;70;83;140;93;269;94;253;147;147;216;45;27
165301;1;NA;1;1;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;1;NA;NA
165438;51;26;14;9;15;5;14;18;15;20;10;6;13;15;12;13;23;18;13;8;22;12;1;2
165695;96;68;63;50;32;12;14;21;24;31;17;14;41;30;36;57;97;35;46;22;53;52;3;3
165696;28;20;7;13;5;9;3;4;8;16;10;3;7;5;10;4;18;NA;6;1;10;13;2;1
165697;20;8;4;1;1;1;3;NA;1;4;4;NA;3;1;6;1;8;3;6;1;4;6;1;3
165779;18;29;12;37;8;17;21;5;31;22;28;27;10;15;41;23;92;20;65;33;36;51;10;12
165813;7;7;1;13;5;10;7;1;12;1;11;7;8;6;27;8;53;12;25;23;13;19;4;7
166485;4;7;2;8;2;2;1;1;3;1;1;1;5;4;10;9;14;2;9;5;6;9;4;3
166486;26;39;10;45;14;25;11;8;23;26;28;34;17;20;39;11;57;15;60;59;46;67;9;3
166501;1;3;1;10;1;10;1;NA;4;1;6;NA;3;5;1;NA;NA;NA;2;1;17;33;NA;NA
166587;1;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;NA;1;NA;NA;NA;1;1;NA;NA
166935;3;4;1;2;1;2;4;NA;NA;NA;3;1;NA;NA;1;NA;1;NA;NA;NA;1;2;1;NA
166939;34;64;18;59;17;28;29;25;80;39;66;47;53;68;103;55;253;58;134;85;75;115;18;18
166953;1;2;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
166954;4;1;4;2;5;NA;NA;1;NA;NA;NA;NA;2;NA;NA;1;2;NA;3;1;1;1;NA;NA
167481;1;NA;NA;2;NA;1;1;NA;1;2;1;2;1;NA;1;1;3;NA;3;NA;NA;NA;NA;NA
167642;14;16;5;32;4;13;52;5;94;10;38;17;3;8;62;9;110;10;24;24;38;44;26;13
167645;49;48;199;23;201;7;21;7;13;9;14;6;6;7;28;12;54;7;21;29;47;17;2;3
167964;2;NA;1;NA;1;NA;2;1;NA;1;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;2;1;NA;NA
167968;32;26;9;6;8;2;4;NA;7;6;4;3;3;3;16;13;20;9;17;8;19;21;NA;2
168379;1;NA;NA;NA;NA;2;NA;NA;NA;NA;NA;1;NA;NA;NA;1;NA;NA;1;1;1;3;NA;NA
168384;17;41;35;126;26;78;61;38;83;43;115;81;74;103;145;63;344;84;238;75;144;212;31;28
168469;1;3;NA;NA;NA;NA;1;NA;3;NA;NA;NA;2;NA;NA;NA;2;NA;1;2;1;NA;NA;NA
168471;307;206;124;94;52;23;25;39;67;75;77;34;65;73;108;114;202;90;144;84;150;118;19;11
168658;3;NA;NA;5;NA;NA;NA;NA;NA;NA;4;NA;1;NA;NA;1;2;NA;1;NA;NA;2;1;1
168694;16;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;3;NA;NA;NA;NA;NA;NA;NA
168697;4;3;NA;NA;1;1;1;1;1;NA;1;1;4;1;NA;1;NA;2;NA;NA;NA;2;NA;NA
168807;2;1;NA;NA;NA;NA;NA;NA;1;1;NA;NA;NA;NA;NA;1;2;1;NA;NA;2;3;NA;NA
168934;13;8;3;9;1;1;5;4;5;7;5;NA;6;7;8;4;14;6;2;5;9;6;NA;1
169176;71;105;314;6;399;3;1;2;4;4;1;1;6;NA;6;2;11;NA;2;2;36;12;3;1
169292;5;8;6;7;6;5;5;4;6;6;12;7;9;4;8;4;20;4;5;13;5;9;1;1
169402;1;1;2;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;2;1;NA;NA;NA;NA;NA;NA;1;NA
169430;25;17;13;7;7;4;2;12;2;18;12;4;12;9;11;13;18;6;7;6;9;4;NA;NA
169435;107;121;56;59;31;43;22;21;37;43;32;23;50;40;56;52;132;40;90;46;82;69;13;3
169438;2;NA;NA;NA;1;NA;1;NA;NA;1;NA;NA;NA;NA;1;1;3;NA;2;NA;NA;2;1;NA
169480;6;5;12;7;6;NA;3;4;6;8;1;9;4;4;3;4;10;1;5;5;11;5;1;6
169679;22;28;15;161;13;63;85;18;124;24;52;50;56;59;249;61;550;63;116;70;70;127;38;32
169760;3;7;2;7;1;6;7;1;11;4;8;9;6;1;16;5;24;8;9;11;18;8;4;1
170540;9;18;8;1;5;NA;1;3;6;6;2;1;6;9;3;4;11;3;4;2;9;3;NA;1
170573;1;1;NA;1;1;2;3;NA;3;NA;NA;2;2;NA;5;2;6;4;7;1;6;2;NA;1
170623;85;51;73;20;82;11;18;11;32;25;25;18;18;28;28;23;66;16;21;17;52;36;4;4
170651;3;NA;NA;2;NA;1;1;NA;2;1;NA;NA;3;1;1;NA;4;1;1;NA;1;NA;2;NA
170679;2;14;2;19;1;4;5;8;12;7;7;5;13;9;1;4;17;4;11;1;8;11;NA;1
170861;3;7;10;35;9;26;11;9;12;8;7;6;21;21;18;10;52;4;23;11;5;29;7;4
170994;1;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
171288;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;1;NA;NA
171292;5;1;NA;NA;NA;NA;NA;1;NA;NA;1;NA;NA;1;1;NA;1;1;NA;1;1;NA;NA;NA
171383;4;11;5;2;3;3;2;6;2;3;6;3;3;5;7;7;10;2;6;5;9;11;2;1
171392;1;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;1;4;NA;NA;NA;1;NA;NA;1;1;1;NA;NA
171404;2;3;NA;7;1;1;2;1;4;2;6;2;7;1;6;4;15;2;8;4;9;2;3;2
171437;2;1;1;1;1;NA;NA;1;2;1;NA;NA;2;NA;2;1;3;1;2;NA;NA;1;NA;1
171523;5;3;NA;1;1;3;2;3;3;2;2;1;2;4;2;NA;8;NA;3;NA;5;9;NA;1
171549;3042;4397;1550;3627;1222;1457;1892;1258;3698;2128;2227;1270;1785;1773;3607;1414;7598;1671;4285;3518;6406;4292;797;707
171550;40;34;8;10;6;8;3;2;14;5;8;11;6;7;18;7;26;10;24;14;26;19;3;3
171551;1;4;4;3;1;1;3;1;1;NA;2;1;1;NA;7;2;12;1;3;2;12;3;2;1
171552;149;258;68;137;46;59;56;40;156;91;90;41;52;61;128;61;227;69;124;123;233;142;35;23
171674;25;45;34;79;67;23;33;56;41;77;22;18;31;21;34;15;100;5;25;18;42;30;7;7
171693;1;6;7;1;NA;3;2;NA;2;4;1;NA;6;2;2;4;3;5;4;3;3;3;NA;NA
171865;2;NA;2;1;NA;1;NA;1;1;1;2;2;1;1;1;NA;3;NA;1;NA;3;1;NA;1
172043;53;18;6;17;2;NA;NA;NA;NA;1;NA;2;7;6;NA;1;1;2;NA;NA;1;NA;NA;NA
172044;2;NA;1;5;2;3;1;NA;NA;NA;4;1;3;2;4;2;4;NA;4;NA;3;4;3;1
172045;7;19;2;31;10;21;22;5;20;19;18;19;31;20;25;13;83;10;26;17;18;42;7;5
172088;1;7;NA;3;NA;NA;1;5;1;2;NA;2;1;NA;1;NA;4;2;1;NA;1;1;1;NA
172713;1;NA;1;1;NA;3;1;NA;3;NA;1;1;NA;1;3;NA;3;1;2;1;2;NA;1;1
172733;41;78;133;35;105;20;12;17;33;21;24;19;21;30;39;51;73;31;48;52;83;45;7;7
172901;15;10;13;14;5;7;8;5;14;5;5;9;9;13;16;2;23;8;16;5;9;9;1;4
173053;1;1;NA;NA;NA;2;NA;NA;NA;NA;NA;3;1;1;3;NA;9;2;NA;1;2;5;NA;NA
173361;7;3;1;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;2;NA;1;NA;NA
173362;11;9;4;7;5;12;7;7;13;7;3;9;4;3;13;4;11;5;3;6;7;11;2;NA
173365;13;12;21;12;25;5;10;9;11;7;5;3;11;4;19;3;11;5;5;8;6;5;1;NA
173366;5;8;8;4;1;NA;2;1;1;2;4;4;1;3;5;6;8;4;5;2;2;4;1;1
173480;4;3;2;3;2;1;4;1;3;NA;2;2;2;7;7;2;6;1;2;4;6;6;3;NA
173559;11;NA;NA;NA;1;NA;NA;1;NA;1;1;NA;2;NA;NA;NA;1;NA;NA;NA;1;NA;NA;NA
173675;25;11;3;NA;NA;1;5;NA;3;1;1;NA;1;4;2;NA;3;1;1;NA;NA;7;1;NA
173676;2;1;1;2;NA;NA;NA;1;NA;3;NA;1;NA;NA;NA;NA;1;1;NA;NA;1;NA;NA;1
174230;7;5;8;11;2;6;5;2;6;9;6;5;6;4;8;8;27;8;14;3;14;15;NA;1
174587;35;52;21;38;23;22;23;37;34;45;35;26;28;51;46;29;83;34;49;31;46;66;5;7
174633;1;2;NA;1;NA;3;3;NA;1;2;2;NA;7;6;10;2;12;3;1;NA;4;3;NA;1
174708;1;NA;NA;2;NA;1;2;NA;NA;NA;NA;NA;NA;1;NA;NA;1;NA;NA;1;4;2;NA;NA
174951;2;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;NA;1;NA;NA;NA
175306;81;321;157;313;171;170;215;514;335;848;461;361;226;87;269;73;555;80;96;209;462;190;86;106
